,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,h_per_l,year_sqrt,official_dealer
5188,2018,70000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5,49.14956011730205,4072324,0
5189,2014,120000,Diesel,Individual,Manual,Second Owner,14.95,2489.0,93.7,7,37.64564081960627,4056196,0
5190,2012,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396.0,88.76,5,63.581661891117484,4048144,0
5191,2012,80000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5,71.12179487179488,4048144,0
5192,2015,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7,64.24965580541533,4060225,0
5193,2009,117000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5,60.09615384615385,4036081,0
5194,2007,100000,Diesel,Individual,Manual,Second Owner,16.6,1896.0,122.4,5,64.55696202531647,4028049,0
5195,2012,83000,Petrol,Individual,Automatic,First Owner,15.74,1591.0,121.3,5,76.24135763670647,4048144,0
5196,2016,67600,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5,81.93193193193193,4064256,0
5197,2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,65.82109479305741,4052169,0
5198,2010,100000,Diesel,Individual,Manual,First Owner,15.0,1896.0,105.0,5,55.37974683544304,4040100,0
5199,2010,90000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5,64.46991404011462,4040100,0
5200,2012,140000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5,64.76846057571964,4048144,0
5201,2018,25000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,68.33751044277359,4072324,0
5202,2018,20000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8,61.76347680735479,4072324,0
5203,2012,30000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,46.482412060301506,4048144,0
5204,2018,42000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4072324,0
5205,2018,10000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5,68.18637274549098,4072324,0
5206,2012,13000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,67.23446893787575,4048144,0
5207,2019,6500,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7,72.07207207207207,4076361,0
5208,2013,49500,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,67.81326781326783,4052169,0
5209,2011,50000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5,64.46991404011462,4044121,0
5210,2011,175000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5,50.1432664756447,4044121,0
5211,2011,175000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5,49.42693409742121,4044121,0
5212,2003,120000,Petrol,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,4012009,0
5213,2014,110000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5,59.24679487179487,4056196,0
5214,2012,112048,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5,66.10169491525423,4048144,0
5215,2010,98000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5,78.82431529726118,4040100,0
5216,2015,41000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,64.24965580541533,4060225,0
5217,2016,120000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10,28.971588635454182,4064256,0
5218,2018,116000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5,49.156891495601165,4072324,0
5219,2020,1000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,68.33751044277359,4080400,0
5220,2018,15000,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,5,68.38763575605681,4072324,0
5221,2018,5000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5,70.91346153846153,4072324,0
5222,2019,3500,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5,69.91659716430358,4076361,0
5223,2009,91000,Petrol,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4036081,0
5224,2017,56000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,66.08811748998664,4068289,0
5225,2012,40000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,64.24965580541533,4048144,0
5226,2010,70000,Diesel,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,4040100,0
5227,2013,120000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5,59.24679487179487,4052169,0
5228,2017,30400,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5,72.45409015025042,4068289,0
5229,2017,24000,Diesel,Dealer,Manual,First Owner,21.9,1498.0,98.6,7,65.82109479305741,4068289,0
5230,2017,30646,Petrol,Dealer,Manual,First Owner,15.4,1497.0,117.3,7,78.3567134268537,4068289,0
5231,2017,15000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5,79.7724399494311,4068289,0
5232,2017,50000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5,72.49666221628839,4068289,0
5233,2017,34000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,67.81326781326783,4068289,0
5234,2016,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143.0,134.1,5,62.5758282781148,4064256,0
5235,2017,50000,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5,72.42656875834446,4068289,0
5236,2011,84000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,48.60614724803431,4044121,0
5237,2019,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086.0,68.0,5,62.61510128913444,4076361,0
5238,2018,14681,Diesel,Dealer,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4072324,0
5239,2015,52000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,66.08811748998664,4060225,0
5240,2019,18500,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,62.61510128913444,4076361,0
5241,2012,50000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5,49.42693409742121,4048144,0
5242,2017,35000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5,67.06706706706707,4068289,0
5243,2016,15500,Petrol,Individual,Manual,First Owner,16.78,1496.0,88.73,5,59.31149732620321,4064256,0
5244,2013,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5,49.42693409742121,4052169,0
5245,2012,60000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5,49.42693409742121,4048144,0
5246,2014,43011,Petrol,Dealer,Manual,First Owner,18.88,999.0,123.37,5,123.4934934934935,4056196,0
5247,2017,15000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,66.08811748998664,4068289,0
5248,2011,110000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,24.97027348394768,4044121,0
5249,2005,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,58.16582914572864,4020025,0
5250,2010,110000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5,50.53380782918149,4040100,0
5251,2016,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5,63.56017191977078,4064256,0
5252,2018,25000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,72.5752508361204,4072324,0
5253,2020,1000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.07,5,62.679558011049714,4080400,0
5254,2007,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,4028049,0
5255,2015,80000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8,57.35797399041752,4060225,0
5256,2017,120000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5,86.9120654396728,4068289,0
5257,2013,110000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5,54.735959765297565,4052169,0
5258,2010,110000,Diesel,Individual,Manual,Third Owner,20.4,1248.0,91.7,5,73.4775641025641,4040100,0
5259,2007,200000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8,40.8981555733761,4028049,0
5260,2013,80000,Diesel,Individual,Manual,Second Owner,19.33,1968.0,138.1,5,70.17276422764228,4052169,0
5261,2019,24000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4076361,0
5262,2013,150000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,59.294871794871796,4052169,0
5263,2015,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,66.7083854818523,4060225,0
5264,2014,116000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5,74.22997946611909,4056196,0
5265,2018,30000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,64.27378964941569,4072324,0
5266,2020,25000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5,72.51001335113484,4080400,0
5267,2007,121000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5,73.67716008037507,4028049,0
5268,2010,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5,73.67716008037507,4040100,0
5269,2007,120000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5,73.67716008037507,4028049,0
5270,2011,110000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5,61.68614357262104,4044121,0
5271,2013,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968.0,138.03,5,70.13719512195122,4052169,0
5272,2004,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354.0,152.0,5,64.57094307561597,4016016,0
5273,2015,73500,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,79.7724399494311,4060225,0
5274,2016,34000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5,63.39285714285714,4064256,0
5275,2019,23000,Diesel,Individual,Manual,First Owner,20.45,1461.0,108.5,5,74.26420260095824,4076361,0
5276,2008,163000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5,48.60614724803431,4032064,0
5277,2019,10500,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,65.35380507343125,4076361,0
5278,2013,155000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5,64.83103879849811,4052169,0
5279,2010,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5,48.60614724803431,4040100,0
5280,2008,75000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5,52.104208416833664,4032064,0
5281,2008,56000,Petrol,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,4032064,0
5282,2014,120000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5,65.82109479305741,4056196,0
5283,2007,120000,Diesel,Individual,Manual,Third Owner,17.88,1396.0,52.8,5,37.82234957020057,4028049,0
5284,2007,175000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5,34.810126582278485,4028049,0
5285,2009,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,67.23446893787575,4036081,0
5286,2015,84000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5,67.17434869739479,4060225,0
5287,2010,50000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5,58.52842809364549,4040100,0
5288,2011,30000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,62.66114180478821,4044121,0
5289,2018,2388,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4072324,0
5290,2014,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,67.81326781326783,4056196,0
5291,2018,13000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5,79.50586264656617,4072324,0
5292,2016,35000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5,69.4235588972431,4064256,0
5293,2015,120000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5,44.49007529089664,4060225,0
5294,2014,50000,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,5,74.35037720033529,4056196,0
5295,2012,110000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,79.84829329962072,4048144,0
5296,2013,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,64.24965580541533,4052169,0
5297,2011,100000,Diesel,Individual,Manual,Third Owner,20.3,1248.0,75.0,5,60.09615384615385,4044121,0
5298,2015,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,68.38763575605681,4060225,0
5299,2018,60000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4072324,0
5300,2012,75000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,5,43.20328542094455,4048144,0
5301,2006,110000,Petrol,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,4024036,0
5302,2006,90000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1248.0,74.0,5,59.294871794871796,4024036,0
5303,2006,110000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,5,44.12811387900356,4024036,0
5304,2004,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599.0,94.0,5,58.78674171357098,4016016,0
5305,2009,48000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5,50.53380782918149,4036081,0
5306,2014,72000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4056196,0
5307,2015,51000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4060225,0
5308,2017,29000,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5,68.33751044277359,4068289,0
5309,2015,28000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5,68.33751044277359,4060225,0
5310,2011,97000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5,59.294871794871796,4044121,0
5311,2018,59000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4072324,0
5312,2019,27000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4076361,0
5313,2014,69000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7,64.24965580541533,4056196,0
5314,2018,15000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5,70.91346153846153,4072324,0
5315,2019,35700,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4076361,0
5316,2012,120000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5,79.84829329962072,4048144,0
5317,2013,120000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5,61.63469557964971,4052169,0
5318,2013,80000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5,61.63469557964971,4052169,0
5319,2010,120000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,67.23446893787575,4040100,0
5320,2017,36000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,59.294871794871796,4068289,0
5321,2014,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5,49.14956011730205,4056196,0
5322,2017,9000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8,42.96482412060302,4068289,0
5323,2012,50000,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.48,4,60.06410256410256,4048144,0
5324,2019,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,67.06706706706707,4076361,0
5325,2011,130000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,7,44.83586869495596,4044121,0
5326,2010,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5,48.60614724803431,4040100,0
5327,2012,90000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5,59.21474358974359,4048144,0
5328,2018,35000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5,90.56761268781302,4072324,0
5329,2012,80000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5,61.68614357262104,4048144,0
5330,2008,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5,60.09615384615385,4032064,0
5331,2015,30000,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,5,65.91478696741855,4060225,0
5332,2016,60000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5,79.7724399494311,4064256,0
5333,2007,200000,Diesel,Individual,Manual,Second Owner,16.6,1896.0,122.4,5,64.55696202531647,4028049,0
5334,2017,101000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5,65.81441922563418,4068289,0
5335,2007,110000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5,48.60614724803431,4028049,0
5336,2014,136000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,8,40.336808340016034,4056196,0
5337,2012,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998.0,163.7,5,81.93193193193193,4048144,0
5338,2015,22700,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5,73.97831526271894,4060225,0
5339,2011,36000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,5,61.03678929765886,4044121,0
5340,2015,57000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5,59.294871794871796,4060225,0
5341,2018,33000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,65.90257879656161,4072324,0
5342,2012,59000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7,68.24471959213402,4048144,0
5343,2012,200000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,64.83103879849811,4048144,0
5344,2011,80000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5,58.52842809364549,4044121,0
5345,2012,70000,LPG,Individual,Manual,First Owner,13.2,995.0,60.2,5,60.502512562814076,4048144,0
5346,2018,50000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5,67.13391739674593,4072324,0
5347,2011,118000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5,59.21474358974359,4044121,0
5348,2018,20000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5,72.47828991315964,4072324,0
5349,2018,21871,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5,72.47828991315964,4072324,0
5350,2016,120000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,64.27378964941569,4064256,0
5351,2014,100000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5,49.8220640569395,4056196,0
5352,2012,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4048144,0
5353,2014,50000,Diesel,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4056196,0
5354,2015,70000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4060225,0
5355,2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4072324,0
5356,2017,25000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4068289,0
5357,2018,50000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4072324,0
5358,2018,14000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5,72.47828991315964,4072324,0
5359,2013,76000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4052169,0
5360,2016,139000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,66.97923643670461,4064256,0
5361,2014,100000,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.2,5,64.58072590738423,4056196,0
5362,2015,60000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,79.7724399494311,4060225,0
5363,2013,37659,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7,71.15384615384615,4052169,0
5364,2012,89000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5,59.24679487179487,4048144,0
5365,2018,5000,Petrol,Individual,Automatic,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4072324,0
5366,2013,21000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,68.38763575605681,4052169,0
5367,2017,10000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5,67.18436873747494,4068289,0
5368,2017,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4068289,0
5369,2015,19800,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7,61.03678929765886,4060225,0
5370,2011,90000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5,59.21474358974359,4044121,0
5371,2007,80000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5,60.32045240339303,4028049,0
5372,2013,120000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7,71.12179487179488,4052169,0
5373,2012,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,59.21474358974359,4048144,0
5374,2017,50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5,62.36930860033727,4068289,0
5375,2014,167000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5,65.82109479305741,4056196,0
5376,2008,80000,Petrol,Individual,Manual,First Owner,16.0,995.0,63.0,5,63.31658291457286,4032064,0
5377,2014,17000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4056196,0
5378,2015,60000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,59.294871794871796,4060225,0
5379,2006,198000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,67.23446893787575,4024036,0
5380,2015,60000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5,63.39285714285714,4060225,0
5381,2011,40000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5,62.311557788944725,4044121,0
5382,2011,90000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,58.16582914572864,4044121,0
5383,2010,80000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,58.16582914572864,4040100,0
5384,2003,164000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,58.16582914572864,4012009,0
5385,2011,70000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,24.97027348394768,4044121,0
5386,2016,74000,Petrol,Dealer,Automatic,First Owner,13.7,1997.0,153.86,5,77.04556835252879,4064256,0
